"","DEA_Sexual_Biofilms_Clinical_Isolates_CAY540_2-FWD_C_albicans__SC5314__","DEA_Sexual_Biofilms_Clinical_Isolates_CAY540P_2-FWD_C_albicans__SC5314__"
"NOVEL-Ca21chr1-087",0,1.88492471374073
"NOVEL-Ca21chr1-088",3.18315100664826,3.76984942748147
"NOVEL-Ca21chr1-089",0,0
"NOVEL-Ca21chr1-090",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr1-091",0,0
"NOVEL-Ca21chr1-092",0,0
"NOVEL-Ca21chr1-093",1.06105033554942,0
"NOVEL-Ca21chr1-094",1.06105033554942,0
"NOVEL-Ca21chr1-095",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr1-096",91.2503288572502,83.8791497614627
"NOVEL-Ca21chr1-097",20.159956375439,299.703029484777
"NOVEL-Ca21chr1-098",0,0
"NOVEL-Ca21chr1-099",3.18315100664826,8.4821612118333
"NOVEL-Ca21chr1-101",0,0
"NOVEL-Ca21chr1-102",3.18315100664826,0.942462356870367
"NOVEL-Ca21chr1-103",21.2210067109884,27.3314083492407
"NOVEL-Ca21chr1-104",0,0
"NOVEL-Ca21chr1-105",22.2820570465378,18.8492471374073
"NOVEL-Ca21chr1-106",0,0
"NOVEL-Ca21chr1-107",0,3.76984942748147
"NOVEL-Ca21chr1-108",379.856020126692,660.666112166127
"NOVEL-Ca21chr1-109",0,0
"NOVEL-Ca21chr1-110",0,0
"NOVEL-Ca21chr1-111",28.6483590598344,49.9505049141295
"NOVEL-Ca21chr1-112",8.48840268439536,17.906784780537
"NOVEL-Ca21chr1-114",25.4652080531861,16.9643224236666
"NOVEL-Ca21chr1-115",0,0
"NOVEL-Ca21chr1-116",1.06105033554942,0
"NOVEL-Ca21chr1-118",2.12210067109884,3.76984942748147
"NOVEL-Ca21chr1-119",0,1.88492471374073
"NOVEL-Ca21chr1-120",6.36630201329652,12.2520106393148
"NOVEL-Ca21chr1-121",0,0
"NOVEL-Ca21chr1-122",395.771775159934,212.996492652703
"NOVEL-Ca21chr1-124",19.0989060398896,16.9643224236666
"NOVEL-Ca21chr1-125",647.240704685147,1698.3171670804
"NOVEL-Ca21chr1-126",75.3345738240089,42.4108060591665
"NOVEL-Ca21chr1-127",0,0
"NOVEL-Ca21chr1-128",0,0.942462356870367
"NOVEL-Ca21chr1-129",3.18315100664826,4.71231178435184
"NOVEL-Ca21chr1-130",8.48840268439536,1.88492471374073
"NOVEL-Ca21chr1-131",0,0
"NOVEL-Ca21chr1-132",1.06105033554942,3.76984942748147
"NOVEL-Ca21chr1-133",1.06105033554942,1.88492471374073
"NOVEL-Ca21chr1-134",1.06105033554942,5.6547741412222
"NOVEL-Ca21chr1-135",144.302845634721,57.4902037690924
"NOVEL-Ca21chr2-001",0,0
"NOVEL-Ca21chr2-002",0,0
"NOVEL-Ca21chr2-003",78.5177248306571,57.4902037690924
"NOVEL-Ca21chr2-004",14.8547046976919,11.3095482824444
"NOVEL-Ca21chr2-005",14.8547046976919,9.42462356870367
"NOVEL-Ca21chr2-006",135.814442950326,161.161063024833
"NOVEL-Ca21chr2-007",1.06105033554942,3.76984942748147
"NOVEL-Ca21chr2-008",64.7240704685146,32.9861824904629
"NOVEL-Ca21chr2-009",0,0
"NOVEL-Ca21chr2-010",965.555805349973,457.094243082128
"NOVEL-Ca21chr2-011",0,0
"NOVEL-Ca21chr2-012",24.4041577176367,42.4108060591665
"NOVEL-Ca21chr2-013",13.7936543621425,9.42462356870367
"NOVEL-Ca21chr2-014",0,0.942462356870367
"NOVEL-Ca21chr2-015",2.12210067109884,1.88492471374073
"NOVEL-Ca21chr2-016",0,5.6547741412222
"NOVEL-Ca21chr2-017",0,0
"NOVEL-Ca21chr2-018",196.294312076643,151.736439456129
"NOVEL-Ca21chr2-019",5.3052516777471,4.71231178435184
"NOVEL-Ca21chr2-020",19.0989060398896,15.0793977099259
"NOVEL-Ca21chr2-021",40.319912750878,22.6190965648888
"NOVEL-Ca21chr2-022",0,0
"NOVEL-Ca21chr2-023",0,0
"NOVEL-Ca21chr2-024",7.42735234884594,11.3095482824444
"NOVEL-Ca21chr2-025",0,0
"NOVEL-Ca21chr2-026",4.24420134219768,1.88492471374073
"NOVEL-Ca21chr2-027",516.731513412568,160.218600667962
"NOVEL-Ca21chr2-028",3.18315100664826,0.942462356870367
"NOVEL-Ca21chr2-029",37.1367617442297,12.2520106393148
"NOVEL-Ca21chr2-030",7.42735234884594,2.8273870706111
"NOVEL-Ca21chr2-031",0,0
"NOVEL-Ca21chr2-032",1890.79169794907,2820.78983411301
"NOVEL-Ca21chr2-033",838.229765084042,2140.3320124526
"NOVEL-Ca21chr2-035",21.2210067109884,6.59723649809257
"NOVEL-Ca21chr2-036",0,0.942462356870367
"NOVEL-Ca21chr2-037",0,0
"NOVEL-Ca21chr2-038",0,0
"NOVEL-Ca21chr2-039",198.416412747742,498.562586784424
"NOVEL-Ca21chr2-040",276.934137578399,962.254066364645
"NOVEL-Ca21chr2-041",1319.94661742348,2135.61970066825
"NOVEL-Ca21chr2-042",12.732604026593,2.8273870706111
"NOVEL-Ca21chr2-043",0,0
"NOVEL-Ca21chr2-044",26.5262583887355,26.3889459923703
"NOVEL-Ca21chr2-045",0,0
"NOVEL-Ca21chr2-046",10.6105033554942,6.59723649809257
"NOVEL-Ca21chr2-047",151.730197983567,137.599504103074
"NOVEL-Ca21chr2-048",47.7472650997239,41.4683437022962
"NOVEL-Ca21chr2-049",395.771775159934,273.314083492406
"NOVEL-Ca21chr2-050",2477.5525335079,1195.04226851163
"NOVEL-Ca21chr2-051",11.6715536910436,16.9643224236666
"NOVEL-Ca21chr2-052",53.052516777471,49.0080425572591
"NOVEL-Ca21chr2-053",471.106348983943,1891.52195023883
"NOVEL-Ca21chr2-054",26.5262583887355,82.9366874045923
"NOVEL-Ca21chr2-055",13.7936543621425,1.88492471374073
"NOVEL-Ca21chr2-056",0,0
"NOVEL-Ca21chr2-057",4.24420134219768,1.88492471374073
"NOVEL-Ca21chr2-058",46.6862147641745,114.980407538185
"NOVEL-Ca21chr2-059",60.479869126317,31.1012577767221
"NOVEL-Ca21chr2-060",6.36630201329652,16.9643224236666
"NOVEL-Ca21chr2-061",115.654486574887,47.1231178435184
"NOVEL-Ca21chr2-062",66.8461711396135,37.6984942748147
"NOVEL-Ca21chr2-063",88.0671778506019,156.448751240481
"NOVEL-Ca21chr2-064",9.54945301994478,10.367085925574
"NOVEL-Ca21chr2-065",14.8547046976919,5.6547741412222
"NOVEL-Ca21chr2-066",0,0
"NOVEL-Ca21chr2-067",11.6715536910436,9.42462356870367
"NOVEL-Ca21chr2-068",23.3431073820873,16.0218600667962
"NOVEL-Ca21chr2-069",7.42735234884594,3.76984942748147
"NOVEL-Ca21chr2-070",3.18315100664826,0
"NOVEL-Ca21chr2-071",12.732604026593,0
"NOVEL-Ca21chr2-072",8.48840268439536,4.71231178435184
"NOVEL-Ca21chr2-073",8.48840268439536,15.0793977099259
"NOVEL-Ca21chr2-074",1.06105033554942,1.88492471374073
"NOVEL-Ca21chr2-075",117.776587245986,124.405031106888
"NOVEL-Ca21chr2-076",2.12210067109884,5.6547741412222
"NOVEL-Ca21chr2-077",20.159956375439,20.7341718511481
"NOVEL-Ca21chr2-078",30.7704597309332,46.180655486648
"NOVEL-Ca21chr2-079",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr2-080",19.0989060398896,5.6547741412222
"NOVEL-Ca21chr2-081",53.052516777471,28.273870706111
"NOVEL-Ca21chr2-082",1.06105033554942,2.8273870706111
"NOVEL-Ca21chr2-083",3.18315100664826,0.942462356870367
"NOVEL-Ca21chr2-084",16.9768053687907,15.0793977099259
"NOVEL-Ca21chr2-085",2.12210067109884,4.71231178435184
"NOVEL-Ca21chr2-086",33.9536107375815,32.0437201335925
"NOVEL-Ca21chr2-087",0,0.942462356870367
"NOVEL-Ca21chr2-088",0,0
"NOVEL-Ca21chr2-089",0,0
"NOVEL-Ca21chr2-090",0,0
"NOVEL-Ca21chr2-091",45.6251644286251,83.8791497614627
"NOVEL-Ca21chr2-092",7.42735234884594,12.2520106393148
"NOVEL-Ca21chr2-093",0,0
"NOVEL-Ca21chr2-094",233.431073820872,186.607546660333
"NOVEL-Ca21chr2-095",0,0
"NOVEL-Ca21chr2-096",21.2210067109884,22.6190965648888
"NOVEL-Ca21chr2-097",1.06105033554942,1.88492471374073
"NOVEL-Ca21chr3-001",1.06105033554942,3.76984942748147
"NOVEL-Ca21chr3-002",0,0
"NOVEL-Ca21chr3-003",2.12210067109884,0
"NOVEL-Ca21chr3-004",20.159956375439,41.4683437022962
"NOVEL-Ca21chr3-005",1.06105033554942,1.88492471374073
"NOVEL-Ca21chr3-006",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr3-007",0,0.942462356870367
"NOVEL-Ca21chr3-008",0,4.71231178435184
"NOVEL-Ca21chr3-009",21.2210067109884,9.42462356870367
"NOVEL-Ca21chr3-010",0,0
"NOVEL-Ca21chr3-011",0,0
"NOVEL-Ca21chr3-012",2.12210067109884,4.71231178435184
"NOVEL-Ca21chr3-014",1123.65230534684,1194.09980615476
"NOVEL-Ca21chr3-015",2.12210067109884,1.88492471374073
"NOVEL-Ca21chr3-016",6.36630201329652,13.1944729961851
"NOVEL-Ca21chr3-017",0,0
"NOVEL-Ca21chr3-018",0,0
"NOVEL-Ca21chr3-019",8.48840268439536,11.3095482824444
"NOVEL-Ca21chr3-020",0,0
"NOVEL-Ca21chr3-021",0,0
"NOVEL-Ca21chr3-022",20.159956375439,13.1944729961851
"NOVEL-Ca21chr3-023",2.12210067109884,6.59723649809257
"NOVEL-Ca21chr3-024",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr3-025",3.18315100664826,0
"NOVEL-Ca21chr3-027",0,0
"NOVEL-Ca21chr3-028",1.06105033554942,0
"NOVEL-Ca21chr3-029",40.319912750878,19.7917094942777
"NOVEL-Ca21chr3-030",3.18315100664826,0
"NOVEL-Ca21chr3-031",0,0
"NOVEL-Ca21chr3-032",5.3052516777471,14.1369353530555
"NOVEL-Ca21chr3-033",26.5262583887355,57.4902037690924
"NOVEL-Ca21chr3-034",510.365211399271,224.306040935147
"NOVEL-Ca21chr3-035",0,0
"NOVEL-Ca21chr3-036",1.06105033554942,3.76984942748147
"NOVEL-Ca21chr3-037",23.3431073820873,18.8492471374073
"NOVEL-Ca21chr3-038",5.3052516777471,9.42462356870367
"NOVEL-Ca21chr3-039",0,0
"NOVEL-Ca21chr3-040",15.9157550332413,7.53969885496294
"NOVEL-Ca21chr3-041",9.54945301994478,12.2520106393148
"NOVEL-Ca21chr3-042",0,0
"NOVEL-Ca21chr3-043",6.36630201329652,33.9286448473332
"NOVEL-Ca21chr3-044",0,0
"NOVEL-Ca21chr3-045",0,0
"NOVEL-Ca21chr3-046",166.584902681259,274.256545849277
"NOVEL-Ca21chr3-047",4.24420134219768,3.76984942748147
"NOVEL-Ca21chr3-048",1.06105033554942,5.6547741412222
"NOVEL-Ca21chr3-049",0,0
"NOVEL-Ca21chr3-050",0,0
"NOVEL-Ca21chr3-051",0,1.88492471374073
"NOVEL-Ca21chr3-052",0,0
"NOVEL-Ca21chr3-053",0,0
"NOVEL-Ca21chr3-054",0,0.942462356870367
"NOVEL-Ca21chr3-055",0,5.6547741412222
"NOVEL-Ca21chr3-056",18.0378557043401,9.42462356870367
"NOVEL-Ca21chr3-057",674.828013409431,1324.15961140287
"NOVEL-Ca21chr3-058",0,0
"NOVEL-Ca21chr3-059",0,0
"NOVEL-Ca21chr3-060",14.8547046976919,23.5615589217592
"NOVEL-Ca21chr3-061",7.42735234884594,4.71231178435184
"NOVEL-Ca21chr3-062",29.7094093953838,5.6547741412222
"NOVEL-Ca21chr3-063",5.3052516777471,5.6547741412222
"NOVEL-Ca21chr3-064",10.6105033554942,0
"NOVEL-Ca21chr3-065",0,0
"NOVEL-Ca21chr3-067",0,0
"NOVEL-Ca21chr4-001",181.439607378951,129.11734289124
"NOVEL-Ca21chr4-002",1.06105033554942,3.76984942748147
"NOVEL-Ca21chr4-003",30.7704597309332,19.7917094942777
"NOVEL-Ca21chr4-004",0,0.942462356870367
"NOVEL-Ca21chr4-005",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr4-006",0,1.88492471374073
"NOVEL-Ca21chr4-007",6.36630201329652,6.59723649809257
"NOVEL-Ca21chr4-008",6.36630201329652,2.8273870706111
"NOVEL-Ca21chr4-011",2.12210067109884,13.1944729961851
"NOVEL-Ca21chr4-012",0,2.8273870706111
"NOVEL-Ca21chr4-013",33.9536107375815,70.6846767652775
"NOVEL-Ca21chr4-014",1.06105033554942,2.8273870706111
"NOVEL-Ca21chr4-017",219.63741945873,331.746749618369
"NOVEL-Ca21chr4-018",221.759520129829,97.0736227576478
"NOVEL-Ca21chr4-019",189.928010063346,51.8354296278702
"NOVEL-Ca21chr4-020",14.8547046976919,18.8492471374073
"NOVEL-Ca21chr4-021",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr4-022",23.3431073820873,27.3314083492407
"NOVEL-Ca21chr4-023",3.18315100664826,5.6547741412222
"NOVEL-Ca21chr4-024",6.36630201329652,13.1944729961851
"NOVEL-Ca21chr4-025",0,0
"NOVEL-Ca21chr4-026",27.5873087242849,15.0793977099259
"NOVEL-Ca21chr4-027",15.9157550332413,12.2520106393148
"NOVEL-Ca21chr4-028",9.54945301994478,4.71231178435184
"NOVEL-Ca21chr4-029",29.7094093953838,27.3314083492407
"NOVEL-Ca21chr4-030",7.42735234884594,4.71231178435184
"NOVEL-Ca21chr4-031",2.12210067109884,2.8273870706111
"NOVEL-Ca21chr4-032",3.18315100664826,2.8273870706111
"NOVEL-Ca21chr4-033",23.3431073820873,30.1587954198517
"NOVEL-Ca21chr4-034",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr4-035",12.732604026593,4.71231178435184
"NOVEL-Ca21chr4-036",1.06105033554942,2.8273870706111
"NOVEL-Ca21chr4-037",0,4.71231178435184
"NOVEL-Ca21chr4-038",19.0989060398896,16.0218600667962
"NOVEL-Ca21chr4-039",0,4.71231178435184
"NOVEL-Ca21chr4-040",1324.19081876568,1637.05711388383
"NOVEL-Ca21chr4-041",0,0
"NOVEL-Ca21chr4-042",0,40.5258813454258
"NOVEL-Ca21chr4-043",2.12210067109884,4.71231178435184
"NOVEL-Ca21chr4-044",7.42735234884594,6.59723649809257
"NOVEL-Ca21chr4-045",3.18315100664826,3.76984942748147
"NOVEL-Ca21chr4-046",2.12210067109884,12.2520106393148
"NOVEL-Ca21chr4-047",6.36630201329652,2.8273870706111
"NOVEL-Ca21chr4-048",14.8547046976919,31.1012577767221
"NOVEL-Ca21chr4-049",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr4-050",8.48840268439536,14.1369353530555
"NOVEL-Ca21chr4-051",0,0
"NOVEL-Ca21chr4-053",22.2820570465378,5.6547741412222
"NOVEL-Ca21chr4-054",12.732604026593,15.0793977099259
"NOVEL-Ca21chr4-055",18.0378557043401,32.0437201335925
"NOVEL-Ca21chr4-056",8.48840268439536,6.59723649809257
"NOVEL-Ca21chr4-057",0,0
"NOVEL-Ca21chr4-058",0,0
"NOVEL-Ca21chr4-059",1.06105033554942,15.0793977099259
"NOVEL-Ca21chr4-060",26.5262583887355,29.2163330629814
"NOVEL-Ca21chr4-061",2.12210067109884,12.2520106393148
"NOVEL-Ca21chr4-062",2.12210067109884,4.71231178435184
"NOVEL-Ca21chr4-063",23.3431073820873,9.42462356870367
"NOVEL-Ca21chr4-064",2.12210067109884,4.71231178435184
"NOVEL-Ca21chr4-065",1.06105033554942,4.71231178435184
"NOVEL-Ca21chr4-066",0,0
"NOVEL-Ca21chr4-069",0,0.942462356870367
"NOVEL-Ca21chr4-070",0,0
"NOVEL-Ca21chr4-071",4.24420134219768,1.88492471374073
"NOVEL-Ca21chr4-072",4.24420134219768,0
"NOVEL-Ca21chr4-073",0,0
"NOVEL-Ca21chr4-074",6.36630201329652,4.71231178435184
"NOVEL-Ca21chr4-075",0,0
"NOVEL-Ca21chr5-001",5.3052516777471,3.76984942748147
"NOVEL-Ca21chr5-002",0,3.76984942748147
"NOVEL-Ca21chr5-003",2.12210067109884,0.942462356870367
"NOVEL-Ca21chr5-004",0,0
"NOVEL-Ca21chr5-005",61.5409194618664,82.9366874045923
"NOVEL-Ca21chr5-006",4.24420134219768,2.8273870706111
"NOVEL-Ca21chr5-007",7.42735234884594,9.42462356870367
"NOVEL-Ca21chr5-008",11.6715536910436,12.2520106393148
"NOVEL-Ca21chr5-009",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr5-010",1.06105033554942,9.42462356870367
"NOVEL-Ca21chr5-011",5.3052516777471,0
"NOVEL-Ca21chr5-013",30.7704597309332,35.813569561074
"NOVEL-Ca21chr5-014",0,1.88492471374073
"NOVEL-Ca21chr5-015",80.639825501756,53.7203543416109
"NOVEL-Ca21chr5-016",0,0
"NOVEL-Ca21chr5-017",9.54945301994478,20.7341718511481
"NOVEL-Ca21chr5-018",5.3052516777471,1.88492471374073
"NOVEL-Ca21chr5-019",54.1135671130204,76.3394509064997
"NOVEL-Ca21chr5-021",218.576369123181,7214.54934184266
"NOVEL-Ca21chr5-022",72.1514228173606,62.2025155534442
"NOVEL-Ca21chr5-023",0,1.88492471374073
"NOVEL-Ca21chr5-024",0,0
"NOVEL-Ca21chr5-025",37.1367617442297,31.1012577767221
"NOVEL-Ca21chr5-026",16.9768053687907,31.1012577767221
"NOVEL-Ca21chr5-027",0,0
"NOVEL-Ca21chr5-030",26.5262583887355,54.6628166984813
"NOVEL-Ca21chr5-031",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr5-032",2.12210067109884,6.59723649809257
"NOVEL-Ca21chr5-033",5.3052516777471,1.88492471374073
"NOVEL-Ca21chr5-034",0,3.76984942748147
"NOVEL-Ca21chr5-035",0,0
"NOVEL-Ca21chr5-036",0,0
"NOVEL-Ca21chr5-037",0,0
"NOVEL-Ca21chr5-038",10.6105033554942,12.2520106393148
"NOVEL-Ca21chr5-039",0,0
"NOVEL-Ca21chr5-040",0,1.88492471374073
"NOVEL-Ca21chr5-041",9.54945301994478,5.6547741412222
"NOVEL-Ca21chr5-042",0,0
"NOVEL-Ca21chr5-044",3.18315100664826,0.942462356870367
"NOVEL-Ca21chr5-045",0,0
"NOVEL-Ca21chr5-046",1.06105033554942,7.53969885496294
"NOVEL-Ca21chr5-047",8.48840268439536,10.367085925574
"NOVEL-Ca21chr5-048",0,9.42462356870367
"NOVEL-Ca21chr5-049",0,4.71231178435184
"NOVEL-Ca21chr5-050",0,0
"NOVEL-Ca21chr5-051",2468.00308048795,1472.12620143151
"NOVEL-Ca21chr6-001",0,0
"NOVEL-Ca21chr6-002",12.732604026593,29.2163330629814
"NOVEL-Ca21chr6-003",6.36630201329652,13.1944729961851
"NOVEL-Ca21chr6-004",4.24420134219768,4.71231178435184
"NOVEL-Ca21chr6-005",2.12210067109884,2.8273870706111
"NOVEL-Ca21chr6-006",1.06105033554942,1.88492471374073
"NOVEL-Ca21chr6-007",1.06105033554942,0
"NOVEL-Ca21chr6-008",0,0
"NOVEL-Ca21chr6-009",0,0
"NOVEL-Ca21chr6-010",0,0
"NOVEL-Ca21chr6-012",11.6715536910436,11.3095482824444
"NOVEL-Ca21chr6-013",9.54945301994478,25.4464836354999
"NOVEL-Ca21chr6-014",2.12210067109884,6.59723649809257
"NOVEL-Ca21chr6-015",0,0
"NOVEL-Ca21chr6-016",19.0989060398896,24.5040212786295
"NOVEL-Ca21chr6-017",1.06105033554942,0
"NOVEL-Ca21chr6-018",56.2356677841193,56.547741412222
"NOVEL-Ca21chr6-019",0,0
"NOVEL-Ca21chr6-020",2.12210067109884,0
"NOVEL-Ca21chr6-021",1.06105033554942,0.942462356870367
"NOVEL-Ca21chr6-022",0,0
"NOVEL-Ca21chr6-023",3.18315100664826,7.53969885496294
"NOVEL-Ca21chr6-024",0,0.942462356870367
"NOVEL-Ca21chr6-025",0,13.1944729961851
"NOVEL-Ca21chr6-026",0,0
"NOVEL-Ca21chr6-027",0,0
"NOVEL-Ca21chr6-028",3.18315100664826,1.88492471374073
"NOVEL-Ca21chr6-029",10.6105033554942,7.53969885496294
"NOVEL-Ca21chr6-030",0,0.942462356870367
